timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,quat_i,quat_j,quat_k,quat_real,switch_state,state_change
41399291991,-8.539063,3.101563,-1.457031,-0.005859,-0.101563,0.189453,39.875000,-6.000000,-11.312500,0.575684,0.485840,-0.350403,0.556519,False,False
41650024409,-8.660156,2.605469,-0.496094,-0.167969,-0.304688,-0.033203,39.125000,-9.250000,-11.437500,0.561523,0.468262,-0.338806,0.592163,False,False
41899780265,-9.503906,2.757813,1.800781,-1.103516,-1.167969,-0.394531,38.000000,-3.125000,-21.812500,0.460510,0.476135,-0.366943,0.653076,False,False
42290893553,-6.468750,-0.191406,4.289063,-2.201172,-1.167969,1.628906,27.437500,9.937500,-30.000000,0.223145,0.436218,-0.249512,0.835266,True,True
42547851563,-2.414063,-0.191406,8.121094,1.132813,-0.976563,1.808594,23.312500,14.000000,-31.312500,0.003418,0.234314,0.012085,0.972046,True,False
42801513669,-2.375000,1.074219,8.277344,-2.304688,-0.330078,3.138672,14.125000,22.687500,-31.875000,0.026306,0.164246,0.391846,0.904846,True,False
43112548818,-2.222656,-0.691406,9.343750,-0.648438,0.197266,1.462891,18.875000,-3.187500,-33.312500,-0.042847,0.061829,0.862976,0.499634,True,False
43372314443,-0.882813,0.039063,10.953125,-0.177734,0.324219,1.185547,18.500000,-7.750000,-35.687500,-0.070923,0.060303,0.934937,0.342468,True,False
43632324212,-1.187500,1.492188,11.496094,0.371094,-0.255859,1.835938,13.375000,-8.625000,-33.375000,-0.077576,0.024292,0.980713,0.177612,True,False
43879516597,0.652344,2.222656,10.691406,-0.509766,0.210938,0.957031,4.750000,-11.625000,-35.375000,-0.036133,0.033447,0.997009,0.059265,True,False
44275268553,-2.335938,0.000000,10.457031,0.195313,-0.349609,0.128906,-0.187500,-8.187500,-35.625000,0.027344,0.009705,-0.999512,0.010925,True,False
44529296875,1.914063,-0.843750,9.156250,-0.728516,-0.039063,0.478516,3.937500,-7.625000,-32.562500,0.086121,0.025269,-0.994263,0.058655,True,False
44783935544,-0.843750,0.000000,9.582031,-0.160156,0.183594,0.853516,2.437500,-8.187500,-32.062500,0.104248,0.020813,-0.984985,0.136108,True,False
45035156250,-1.683594,-1.265625,8.812500,0.648438,-0.271484,-0.238281,0.375000,-7.437500,-34.562500,0.083130,0.032959,-0.990845,0.100952,True,False
45301025381,0.421875,-0.726563,10.035156,0.271484,-0.287109,-0.167969,1.750000,-8.375000,-35.125000,0.061401,0.023499,-0.993958,0.087891,True,False
45564086909,0.230469,0.804688,8.886719,0.226563,-0.058594,-0.001953,-2.125000,-9.750000,-33.687500,0.033813,-0.002014,-0.997253,0.065552,True,False
45831054688,0.957031,0.726563,9.503906,0.072266,-0.115234,-0.041016,-2.812500,-12.562500,-32.437500,0.007080,-0.027649,-0.997498,0.064270,False,True
46231933587,0.421875,1.187500,9.652344,0.091797,0.078125,-0.148438,-2.500000,-12.187500,-32.062500,0.004395,-0.033508,-0.997253,0.065491,False,False
46495239260,0.613281,0.382813,9.804688,-0.111328,-0.095703,0.013672,-5.000000,-9.875000,-35.187500,0.004822,-0.034424,-0.997375,0.063354,True,True
46755249015,1.417969,0.230469,8.960938,-0.402344,0.177734,0.283203,-7.062500,-9.125000,-32.125000,-0.023254,0.006287,-0.997559,0.065918,True,False
47019531250,-0.269531,-0.382813,10.800781,-0.417969,-0.419922,0.046875,-2.250000,-10.875000,-34.812500,0.004578,-0.010742,-0.997375,0.071106,True,False
47287841794,0.152344,0.191406,9.226563,-0.195313,0.089844,-0.128906,-3.187500,-9.500000,-31.875000,0.004700,-0.003906,-0.998047,0.061951,True,False
